company,industry,title,street,city,state,postal,latitude,longitude,description,salary,company_url,company_logo
Kwideo,Marketing,Paralegal,6 Ohio Avenue,Sacramento,CA,94291,38.3774,-121.4444,Multi-lateral intermediate open architecture,"$135,848.08 ",,
Gabspot,Support,Research Associate,80 Northwestern Trail,Oklahoma City,OK,73104,35.4794,-97.5017,Switchable tertiary infrastructure,"$187,677.81 ",,
Wikizz,Support,Tax Accountant,31 Mallard Junction,Cleveland,OH,44118,41.5008,-81.5516,Multi-channelled actuating protocol,"$69,660.27 ",,
Kwimbee,Research and Development,Staff Accountant II,7 Lerdahl Hill,Santa Barbara,CA,93106,34.4329,-119.8371,Assimilated directional concept,"$117,103.84 ",,
Dabvine,Support,Geological Engineer,56 Kinsman Hill,Charlotte,NC,28289,35.26,-80.8042,Adaptive logistical toolset,"$161,477.68 ",,
Devcast,Sales,Biostatistician I,2615 Dovetail Court,Huntington,WV,25716,38.4134,-82.2774,Synergized 6th generation definition,"$195,674.60 ",,
Linkbridge,Business Development,Data Coordiator,516 Sunbrook Circle,Memphis,TN,38143,35.2017,-89.9715,Pre-emptive systemic encryption,"$134,568.76 ",,
Skimia,Research and Development,Desktop Support Technician,645 Butterfield Way,Jacksonville,FL,32225,30.351,-81.5061,Customer-focused discrete core,"$194,947.64 ",,
Shuffledrive,Marketing,Nuclear Power Engineer,05 Johnson Street,Fresno,CA,93740,36.7464,-119.6397,Object-based demand-driven hardware,"$136,676.29 ",,
Yodoo,Business Development,Actuary,57154 Utah Lane,Milwaukee,WI,53234,43.0174,-87.5697,Upgradable value-added focus group,"$65,479.10 ",,
Wordpedia,Engineering,Developer I,1959 Northland Drive,Lexington,KY,40591,38.0283,-84.4715,Re-contextualized context-sensitive info-mediaries,"$199,022.64 ",,
Trudeo,Sales,Recruiting Manager,613 Sutteridge Alley,San Francisco,CA,94164,37.7848,-122.7278,Re-contextualized 6th generation approach,"$133,463.65 ",,
Roombo,Product Management,Analyst Programmer,9965 Clemons Road,Tacoma,WA,98411,47.0662,-122.1132,Up-sized fault-tolerant database,"$198,375.74 ",,
Browsedrive,Sales,Compensation Analyst,6 Porter Lane,Johnstown,PA,15906,40.3522,-78.9383,Customer-focused discrete alliance,"$165,266.04 ",,
Jabbercube,Engineering,Nurse Practicioner,39731 Main Hill,Orlando,FL,32830,28.3822,-81.569,Inverse cohesive orchestration,"$107,293.90 ",,
Centimia,Human Resources,Analog Circuit Design manager,67028 Ohio Road,Denver,CO,80217,39.7388,-104.4083,Optimized dynamic database,"$116,006.64 ",,
Yotz,Business Development,Product Engineer,06856 Meadow Ridge Terrace,Saint Paul,MN,55172,45.0059,-93.1059,Cloned static capability,"$185,155.61 ",,
Yata,Support,Budget/Accounting Analyst II,46 Prentice Alley,Tyler,TX,75705,32.3766,-95.1252,Horizontal motivating instruction set,"$115,517.55 ",,
Muxo,Research and Development,Registered Nurse,38993 Paget Drive,Katy,TX,77493,29.8678,-95.8298,Persevering bi-directional policy,"$110,085.92 ",,
Kazio,Business Development,General Manager,3308 Fordem Drive,Las Vegas,NV,89145,36.1693,-115.2828,Open-architected motivating adapter,"$103,912.13 ",,
Devify,Support,Nuclear Power Engineer,3 Onsgard Road,Madison,WI,53716,43.0631,-89.3133,Face to face optimizing definition,"$42,305.07 ",,
Thoughtworks,Accounting,VP Quality Control,2317 Mariners Cove Lane,Fort Myers,FL,33906,26.5529,-81.9486,Enhanced attitude-oriented orchestration,"$66,166.24 ",,
Ooba,Research and Development,Assistant Media Planner,7769 Riverside Plaza,Kansas City,MO,64125,39.1042,-94.4923,Organic demand-driven hardware,"$76,494.70 ",,
Meezzy,Research and Development,Cost Accountant,4690 Orin Point,Wichita,KS,67205,37.7639,-97.4269,Reverse-engineered methodical help-desk,"$117,635.65 ",,
Skinder,Legal,Data Coordiator,9563 Ramsey Drive,Minneapolis,MN,55417,44.9054,-93.2361,Re-contextualized user-facing adapter,"$77,506.07 ",,
Wordify,Marketing,Safety Technician III,19055 Mockingbird Terrace,Akron,OH,44310,41.1075,-81.5006,Open-architected analyzing adapter,"$111,794.84 ",,
Skivee,Accounting,Senior Quality Engineer,8 Northport Junction,Palo Alto,CA,94302,37.1894,-121.7053,Visionary reciprocal hierarchy,"$161,975.72 ",,
Brightbean,Training,Human Resources Manager,5154 Brown Hill,Seattle,WA,98140,47.4323,-121.8034,Mandatory optimal data-warehouse,"$76,224.29 ",,
Devcast,Business Development,Accounting Assistant I,221 Basil Hill,Las Vegas,NV,89130,36.2471,-115.221,Inverse uniform standardization,"$87,965.70 ",,
Skipstorm,Legal,Sales Representative,3 Hoffman Road,Brooklyn,NY,11210,40.6281,-73.9467,Integrated eco-centric info-mediaries,"$151,390.37 ",,
Bluejam,Research and Development,Financial Analyst,06733 Kings Point,Oklahoma City,OK,73119,35.421,-97.5616,Phased scalable secured line,"$110,847.95 ",,
Voomm,Product Management,Software Test Engineer II,5744 Nancy Street,Colorado Springs,CO,80951,38.8881,-104.6556,Re-contextualized 6th generation project,"$183,128.08 ",,
Voonder,Human Resources,Assistant Professor,64141 Messerschmidt Point,Honolulu,HI,96820,21.351,-157.8795,Mandatory motivating emulation,"$74,362.71 ",,
Linkbuzz,Marketing,Occupational Therapist,31 Armistice Circle,Reading,PA,19605,40.3886,-75.9328,Multi-tiered scalable parallelism,"$145,888.57 ",,
Realmix,Engineering,Editor,89375 Elgar Drive,Youngstown,OH,44511,41.0704,-80.6931,Stand-alone web-enabled portal,"$41,453.16 ",,
Jabbertype,Human Resources,Software Consultant,776 Bartelt Pass,Billings,MT,59105,45.9497,-108.599,Reverse-engineered reciprocal time-frame,"$141,707.75 ",,
Fatz,Services,Research Assistant II,4 Lotheville Terrace,Sarasota,FL,34276,27.1675,-82.381,Vision-oriented holistic monitoring,"$67,395.68 ",,
Jamia,Human Resources,Web Developer II,316 Pepper Wood Point,Oklahoma City,OK,73142,35.599,-97.6251,Multi-tiered 3rd generation contingency,"$106,889.45 ",,
Linktype,Engineering,Research Nurse,14500 Village Green Junction,Anaheim,CA,92805,33.8359,-117.9086,Switchable 4th generation matrix,"$69,087.13 ",,
Dynava,Product Management,Compensation Analyst,8022 La Follette Street,Charleston,WV,25321,38.2968,-81.5547,Right-sized grid-enabled capability,"$145,763.06 ",,
Trupe,Legal,Research Assistant I,98 Surrey Circle,West Palm Beach,FL,33416,26.6654,-80.0929,Cloned object-oriented strategy,"$78,251.61 ",,
Kayveo,Accounting,Research Assistant I,32664 Shoshone Street,Houston,TX,77250,29.7629,-95.3629,Fundamental even-keeled policy,"$62,277.66 ",,
Katz,Sales,Registered Nurse,23305 Oak Alley,Hollywood,FL,33028,26.0185,-80.3449,Phased high-level open architecture,"$113,027.09 ",,
Buzzshare,Research and Development,Accounting Assistant II,91476 1st Alley,Norwalk,CT,6854,41.0957,-73.4285,Fundamental explicit project,"$190,076.44 ",,
Mudo,Support,Budget/Accounting Analyst I,57 Havey Parkway,Las Vegas,NV,89193,35.9279,-114.9721,Object-based homogeneous parallelism,"$181,997.19 ",,
Skivee,Product Management,Accountant I,293 Maple Wood Terrace,Cincinnati,OH,45249,39.2692,-84.3307,Cloned bi-directional encoding,"$118,855.65 ",,
Camimbo,Training,Cost Accountant,9 Swallow Center,Salinas,CA,93907,36.7563,-121.6703,Multi-channelled 24 hour secured line,"$134,817.14 ",,
Photolist,Engineering,Teacher,3 Meadow Vale Street,Washington,DC,20470,38.8933,-77.0146,Secured 24/7 success,"$64,256.71 ",,
Photojam,Business Development,Research Associate,6434 Becker Trail,Lexington,KY,40510,38.0702,-84.591,Future-proofed responsive middleware,"$195,579.14 ",,
Feedspan,Marketing,Safety Technician IV,104 Weeping Birch Court,Los Angeles,CA,90101,33.7866,-118.2987,Automated foreground circuit,"$79,470.80 ",,
Einti,Legal,Compensation Analyst,5188 Hovde Parkway,San Francisco,CA,94116,37.7441,-122.4863,Fundamental interactive implementation,"$78,795.55 ",,
Divape,Legal,Community Outreach Specialist,6 Debra Way,Colorado Springs,CO,80925,38.7378,-104.6459,Progressive bottom-line software,"$56,859.60 ",,
Jatri,Product Management,Research Nurse,85 Quincy Parkway,Des Moines,IA,50335,41.6727,-93.5722,Cross-group optimal conglomeration,"$117,917.33 ",,
Oyope,Marketing,Civil Engineer,49 Grim Avenue,Austin,TX,78703,30.2907,-97.7648,Virtual coherent implementation,"$53,343.91 ",,
Gabspot,Business Development,Design Engineer,83371 Londonderry Way,Springfield,MA,1129,42.1223,-72.4876,Team-oriented mobile local area network,"$125,091.52 ",,
Trudeo,Services,Analog Circuit Design manager,606 Ridgeview Hill,Cleveland,OH,44125,41.4335,-81.6323,Synergistic 5th generation strategy,"$57,277.14 ",,
Yoveo,Research and Development,Engineer IV,32 Di Loreto Drive,Brooklyn,NY,11210,40.6281,-73.9467,Versatile interactive frame,"$97,950.87 ",,
Divanoodle,Support,Environmental Specialist,20097 Express Park,Spokane,WA,99252,47.6536,-117.4317,Right-sized discrete adapter,"$147,456.14 ",,
Thoughtstorm,Engineering,Teacher,1091 Hoard Way,Erie,PA,16565,42.1827,-80.0649,Ameliorated fresh-thinking moratorium,"$159,997.11 ",,
Skalith,Training,Assistant Manager,2 Monica Court,Las Vegas,NV,89193,35.9279,-114.9721,Team-oriented mobile policy,"$143,648.73 ",,
Skajo,Sales,Geological Engineer,18 Vernon Trail,Davenport,IA,52804,41.5386,-90.6115,Intuitive 6th generation installation,"$52,239.44 ",,
Twitterworks,Training,Environmental Specialist,9897 Milwaukee Crossing,Merrifield,VA,22119,38.8318,-77.2888,Open-architected secondary definition,"$94,478.43 ",,
Avamm,Training,VP Marketing,76 Moland Hill,Houston,TX,77228,29.834,-95.4342,Team-oriented composite ability,"$84,325.49 ",,
Browsecat,Accounting,Information Systems Manager,3369 Briar Crest Plaza,Kansas City,MO,64190,39.3432,-94.8516,Persistent executive capability,"$113,784.38 ",,
Twitterworks,Research and Development,Professor,03 Chinook Circle,Arlington,VA,22205,38.8836,-77.1395,Robust well-modulated implementation,"$97,280.68 ",,
Trunyx,Human Resources,Recruiter,72 8th Lane,Bronx,NY,10459,40.8247,-73.894,Polarised optimal challenge,"$46,256.88 ",,
Topicshots,Sales,Editor,7 Redwing Alley,Corpus Christi,TX,78475,27.777,-97.4632,Seamless eco-centric algorithm,"$175,879.62 ",,
Flipopia,Engineering,Civil Engineer,6550 Gulseth Hill,Rockford,IL,61110,42.3254,-89.1705,Enhanced contextually-based contingency,"$46,395.43 ",,
Meemm,Human Resources,Research Associate,739 Charing Cross Crossing,Boise,ID,83727,43.4599,-116.244,Advanced executive service-desk,"$170,390.82 ",,
Bubbletube,Research and Development,Social Worker,44 Golf View Parkway,Spokane,WA,99205,47.6964,-117.4399,Customer-focused human-resource process improvement,"$80,032.52 ",,
Flipstorm,Services,Staff Accountant II,32 Ramsey Way,Beaumont,TX,77705,30.0211,-94.1157,Robust logistical emulation,"$129,575.04 ",,
Meemm,Engineering,Safety Technician I,6314 Maple Street,Birmingham,AL,35210,33.5452,-86.6655,Synchronised 24/7 approach,"$56,598.98 ",,
Twitterworks,Business Development,Speech Pathologist,8 Leroy Park,Cincinnati,OH,45249,39.2692,-84.3307,Operative hybrid policy,"$43,827.96 ",,
Ainyx,Marketing,Budget/Accounting Analyst II,56 Doe Crossing Avenue,Northridge,CA,91328,33.7866,-118.2987,Cross-platform responsive solution,"$195,134.40 ",,
Kazio,Research and Development,Account Coordinator,490 3rd Center,Indianapolis,IN,46278,39.8726,-86.2768,Customer-focused grid-enabled solution,"$48,728.51 ",,
Photofeed,Engineering,Compensation Analyst,3148 Pearson Park,Englewood,CO,80150,39.7388,-104.4083,Ergonomic zero defect portal,"$42,800.40 ",,
Oodoo,Sales,Web Developer II,56 Gulseth Parkway,Loretto,MN,55598,45.0159,-93.4719,Configurable 24 hour secured line,"$85,252.50 ",,
Skipstorm,Accounting,Systems Administrator I,800 Coolidge Court,Carlsbad,CA,92013,33.0169,-116.846,User-friendly optimal parallelism,"$127,024.48 ",,
Jaxworks,Support,Structural Engineer,3610 Graedel Alley,Denver,CO,80228,39.6888,-105.156,Future-proofed homogeneous infrastructure,"$151,192.52 ",,
Quimm,Sales,Librarian,20778 Upham Park,Austin,TX,78721,30.2721,-97.6868,Switchable dedicated task-force,"$152,967.68 ",,
Zooveo,Marketing,Statistician I,93666 Dorton Parkway,Phoenix,AZ,85020,33.5623,-112.0559,Persevering optimizing approach,"$119,004.34 ",,
Abatz,Marketing,Sales Representative,78541 Morningstar Pass,Panama City,FL,32412,30.2345,-85.692,Profound didactic time-frame,"$172,307.21 ",,
Janyx,Support,Registered Nurse,5 Sachtjen Terrace,Jamaica,NY,11447,40.6914,-73.8061,Intuitive dynamic firmware,"$155,081.59 ",,
Oyonder,Accounting,Administrative Assistant IV,430 Columbus Lane,Baton Rouge,LA,70826,30.5159,-91.0804,Upgradable 5th generation application,"$140,316.34 ",,
Eidel,Training,Recruiter,37 Kensington Parkway,Racine,WI,53405,42.7161,-87.8233,Down-sized directional methodology,"$170,270.19 ",,
Twimbo,Services,Mechanical Systems Engineer,641 Warbler Road,Gaithersburg,MD,20883,39.0883,-77.1568,Inverse heuristic support,"$195,036.01 ",,
Thoughtsphere,Marketing,Director of Sales,4511 Starling Crossing,Reno,NV,89510,39.7699,-119.6027,Visionary heuristic benchmark,"$147,046.14 ",,
Tanoodle,Training,Actuary,0101 Forest Run Place,Boston,MA,2119,42.3231,-71.0846,Networked grid-enabled function,"$137,586.04 ",,
Topicshots,Support,Dental Hygienist,9 Lake View Trail,Fresno,CA,93773,36.7464,-119.6397,Vision-oriented exuding algorithm,"$42,569.35 ",,
Devpoint,Engineering,Data Coordiator,1688 Hagan Terrace,Saint Louis,MO,63136,38.7196,-90.27,Horizontal object-oriented function,"$162,235.90 ",,
Janyx,Research and Development,Information Systems Manager,41 Mariners Cove Street,Boulder,CO,80310,40.0878,-105.3735,Assimilated discrete function,"$161,232.24 ",,
Kaymbo,Product Management,Speech Pathologist,8072 Mariners Cove Junction,Springfield,MA,1114,42.1707,-72.6048,Digitized scalable matrices,"$104,681.87 ",,
Dabtype,Services,Marketing Manager,1 Forest Dale Drive,Bethesda,MD,20892,39.0024,-77.1034,Reduced didactic data-warehouse,"$150,800.65 ",,
Flipopia,Training,Research Nurse,058 International Avenue,Minneapolis,MN,55436,44.9034,-93.374,Re-contextualized 24/7 flexibility,"$61,948.32 ",,
Pixoboo,Business Development,Graphic Designer,96538 Fieldstone Place,San Francisco,CA,94159,37.7848,-122.7278,Seamless 5th generation data-warehouse,"$57,589.72 ",,
Digitube,Sales,GIS Technical Architect,607 Rusk Center,Hampton,VA,23668,37.0206,-76.3377,Networked mission-critical monitoring,"$48,534.53 ",,
Ntags,Human Resources,Environmental Tech,24052 Haas Circle,Stamford,CT,6912,41.3089,-73.3637,Ergonomic zero administration portal,"$159,052.90 ",,
Brainbox,Human Resources,Sales Associate,4415 Cordelia Pass,Shreveport,LA,71115,32.3401,-93.6092,Ergonomic exuding database,"$147,697.46 ",,
Gabtune,Services,Software Engineer III,507 Stephen Street,Cumming,GA,30130,34.2216,-84.1537,Seamless scalable approach,"$89,373.28 ",,
Buzzbean,Accounting,Assistant Media Planner,948 Welch Circle,Philadelphia,PA,19120,40.0343,-75.1213,Face to face bi-directional internet solution,"$66,127.94 ",,
Innojam,Human Resources,Data Coordiator,674 Hoffman Court,Brooklyn,NY,11231,40.6794,-74.0014,Profound non-volatile groupware,"$177,508.95 ",,
Mita,Engineering,Cost Accountant,23 Warbler Street,El Paso,TX,88525,31.6948,-106.3,Right-sized 24/7 knowledge base,"$116,997.98 ",,
Shufflester,Research and Development,Chemical Engineer,2 Judy Street,Boulder,CO,80305,39.9807,-105.2531,Seamless asymmetric monitoring,"$79,005.22 ",,
Zooxo,Business Development,Programmer II,056 8th Hill,Wichita,KS,67236,37.5422,-97.2871,Automated intangible artificial intelligence,"$50,296.95 ",,
Oyondu,Product Management,Pharmacist,28 Jenifer Parkway,New York City,NY,10260,40.7808,-73.9772,Fundamental object-oriented contingency,"$195,808.06 ",,
Gigazoom,Sales,Clinical Specialist,33 Summit Plaza,Pueblo,CO,81015,38.1286,-104.5523,Open-architected multi-tasking Graphic Interface,"$84,354.10 ",,
Realfire,Legal,Product Engineer,3 Del Sol Hill,Oakland,CA,94627,37.6802,-121.9215,Triple-buffered intermediate circuit,"$100,999.90 ",,
Skyndu,Services,Assistant Media Planner,99904 Bobwhite Terrace,Toledo,OH,43656,41.6782,-83.4972,Enhanced exuding Graphical User Interface,"$92,545.47 ",,
Ozu,Business Development,Health Coach I,549 Gulseth Parkway,Stockton,CA,95219,38.01,-121.3698,Synergized value-added interface,"$197,269.18 ",,
Jabberstorm,Product Management,Senior Editor,019 Thompson Terrace,Winston Salem,NC,27150,36.0275,-80.2073,Progressive client-driven database,"$101,172.08 ",,
Minyx,Research and Development,Payment Adjustment Coordinator,2409 Johnson Trail,El Paso,TX,79950,31.6948,-106.3,User-friendly dynamic implementation,"$168,091.24 ",,
Meemm,Marketing,Assistant Professor,813 Lakeland Trail,Wilmington,DE,19805,39.7434,-75.5827,Reactive motivating hardware,"$94,758.41 ",,
Devify,Sales,Engineer II,2 Sherman Park,Birmingham,AL,35244,33.3538,-86.8254,Cross-group actuating Graphic Interface,"$120,528.12 ",,
Eimbee,Research and Development,Editor,851 American Ash Crossing,Indianapolis,IN,46226,39.8326,-86.0836,Expanded responsive monitoring,"$164,207.71 ",,
Rooxo,Human Resources,Senior Sales Associate,33951 Bay Crossing,Erie,PA,16505,42.1109,-80.1534,Enterprise-wide neutral standardization,"$196,995.77 ",,
Babblestorm,Training,VP Product Management,5336 Emmet Junction,Nashville,TN,37210,36.1379,-86.741,Ameliorated regional hub,"$137,149.60 ",,
Meetz,Support,Programmer Analyst III,0286 Hanover Road,Austin,TX,78764,30.4455,-97.6595,Self-enabling tangible local area network,"$131,001.25 ",,
Yamia,Legal,Research Assistant II,32 Dayton Avenue,Sacramento,CA,95813,38.6026,-121.4475,Synergized context-sensitive archive,"$75,355.13 ",,
Oyoloo,Product Management,Marketing Manager,40373 Fairfield Trail,Saginaw,MI,48604,43.4732,-83.9514,Reduced intangible data-warehouse,"$97,490.34 ",,
Blogspan,Human Resources,Design Engineer,51 Schiller Hill,Murfreesboro,TN,37131,35.8596,-86.421,Down-sized actuating service-desk,"$188,082.55 ",,
Gabspot,Business Development,Media Manager IV,5 New Castle Circle,Alexandria,VA,22313,38.8158,-77.09,Synergistic secondary frame,"$138,302.49 ",,
Babbleopia,Business Development,Assistant Manager,1080 Forest Dale Court,Spokane,WA,99215,47.6536,-117.4317,Universal executive approach,"$88,428.67 ",,
Brainverse,Human Resources,Executive Secretary,496 Ridgeview Circle,Houston,TX,77090,30.0167,-95.447,Visionary transitional encoding,"$82,798.67 ",,
Trilia,Training,Compensation Analyst,17 Brickson Park Plaza,Chattanooga,TN,37410,35.0018,-85.3138,Cross-group national help-desk,"$99,919.26 ",,
Talane,Services,Health Coach II,55 Kedzie Court,Sandy,UT,84093,40.5927,-111.831,Multi-layered grid-enabled migration,"$62,191.57 ",,
Photobean,Engineering,Executive Secretary,16233 Pond Lane,Bridgeport,CT,6606,41.2091,-73.2086,Networked reciprocal extranet,"$48,879.85 ",,
Realcube,Marketing,Administrative Assistant IV,173 Northfield Junction,Oklahoma City,OK,73152,35.5514,-97.4075,Innovative discrete system engine,"$177,653.81 ",,
Gevee,Business Development,Executive Secretary,284 Caliangt Avenue,Madison,WI,53710,43.0696,-89.4239,Devolved background structure,"$163,661.74 ",,
Zoomzone,Legal,Human Resources Assistant IV,93 Beilfuss Avenue,Charlotte,NC,28225,35.26,-80.8042,Re-contextualized executive artificial intelligence,"$70,055.53 ",,
Gabvine,Marketing,Social Worker,63476 Rowland Avenue,Lexington,KY,40596,38.0283,-84.4715,Profit-focused motivating policy,"$89,108.72 ",,
Kayveo,Support,Computer Systems Analyst III,6 Grayhawk Pass,Akron,OH,44329,41.0655,-81.5203,Multi-layered 6th generation interface,"$171,360.00 ",,
Katz,Services,Health Coach I,515 Magdeline Circle,Zephyrhills,FL,33543,28.2059,-82.3063,Horizontal incremental array,"$41,528.44 ",,
Edgetag,Human Resources,Registered Nurse,74 Londonderry Circle,Spartanburg,SC,29305,35.1114,-82.1055,Diverse tertiary access,"$173,211.74 ",,
Lazzy,Support,Environmental Specialist,007 Victoria Park,Los Angeles,CA,90025,34.0447,-118.4487,Universal zero administration capacity,"$117,214.65 ",,
Kimia,Accounting,Human Resources Manager,590 Pleasure Lane,Salt Lake City,UT,84140,40.7713,-111.9309,Enhanced executive algorithm,"$78,054.21 ",,
Skaboo,Legal,Human Resources Assistant IV,0 Golf View Lane,Waco,TX,76796,31.5915,-97.0823,Diverse mission-critical frame,"$76,403.26 ",,
Divavu,Services,Research Associate,4566 Victoria Parkway,Amarillo,TX,79159,35.216,-102.0714,Multi-lateral intangible moderator,"$96,807.88 ",,
Yoveo,Services,Environmental Tech,71329 Gina Junction,Washington,DC,20226,38.8933,-77.0146,Reactive modular firmware,"$123,919.74 ",,
Vitz,Services,Associate Professor,32968 Milwaukee Pass,Morgantown,WV,26505,39.6505,-79.944,Reduced regional concept,"$120,545.17 ",,
Agimba,Accounting,Environmental Tech,1 Dottie Junction,Oakland,CA,94616,37.8044,-122.2698,Reactive coherent access,"$119,328.41 ",,
Twitterwire,Research and Development,Web Designer I,77001 Arrowood Court,Jackson,MS,39282,32.3113,-90.3972,Mandatory 3rd generation toolset,"$155,771.96 ",,
Flipstorm,Training,Recruiting Manager,51 Clemons Hill,Chicago,IL,60630,41.9699,-87.7603,Adaptive high-level framework,"$197,580.92 ",,
Brainsphere,Accounting,Technical Writer,389 Donald Terrace,El Paso,TX,88535,31.6948,-106.3,Managed maximized service-desk,"$56,552.01 ",,
Fivespan,Business Development,Account Coordinator,902 Roxbury Road,New York City,NY,10155,40.7611,-73.968,Triple-buffered asynchronous hardware,"$193,589.56 ",,
Wikizz,Legal,Operator,61251 Merry Crossing,Colorado Springs,CO,80925,38.7378,-104.6459,Reactive non-volatile capacity,"$121,480.37 ",,
Blogpad,Business Development,Environmental Specialist,2975 Corben Drive,New York City,NY,10060,40.7808,-73.9772,Customizable background approach,"$166,051.12 ",,
Kazio,Human Resources,Librarian,65435 Marquette Alley,Inglewood,CA,90398,33.7866,-118.2987,Triple-buffered systemic synergy,"$92,211.51 ",,
Flashpoint,Engineering,Health Coach III,7347 Manley Road,Saint Paul,MN,55188,45.0059,-93.1059,Open-architected neutral benchmark,"$67,920.13 ",,
Einti,Marketing,Associate Professor,72 4th Point,Warren,MI,48092,42.5125,-83.0643,Diverse needs-based capacity,"$143,323.15 ",,
Zoonoodle,Engineering,Research Associate,5131 Leroy Center,Albany,NY,12222,42.6853,-73.8253,Persevering client-server core,"$161,041.58 ",,
Skiba,Marketing,Senior Sales Associate,89 Crest Line Place,Saint Cloud,MN,56398,45.5289,-94.5933,Horizontal mission-critical solution,"$138,389.84 ",,
Devshare,Legal,Social Worker,334 Merchant Pass,Washington,DC,20425,38.8933,-77.0146,Face to face explicit internet solution,"$119,520.07 ",,
Meevee,Product Management,Assistant Manager,16717 Namekagon Junction,Washington,DC,20580,38.8933,-77.0146,Monitored systematic migration,"$183,104.23 ",,
Yambee,Support,VP Accounting,72 Mallory Pass,Brooklyn,NY,11205,40.6924,-73.9666,Re-engineered composite core,"$158,500.76 ",,
Mita,Business Development,Senior Sales Associate,0 Kropf Street,Reno,NV,89595,40.5412,-119.5869,Realigned client-server model,"$50,347.75 ",,
Yombu,Services,Mechanical Systems Engineer,0 Shoshone Point,Dallas,TX,75226,32.7887,-96.7676,Reactive asynchronous alliance,"$40,883.14 ",,
Skinte,Training,Automation Specialist II,7006 Gateway Junction,Phoenix,AZ,85030,33.2765,-112.1872,Proactive object-oriented info-mediaries,"$193,268.68 ",,
Yakijo,Business Development,Actuary,08633 Carey Road,New Haven,CT,6510,41.3087,-72.9271,Managed reciprocal hardware,"$79,999.35 ",,
Mycat,Sales,GIS Technical Architect,42579 Gerald Way,Des Moines,IA,50315,41.5444,-93.6192,Exclusive bi-directional alliance,"$132,771.14 ",,
Skyvu,Training,Research Nurse,95 Merchant Point,Pompano Beach,FL,33069,26.2288,-80.1635,Front-line bandwidth-monitored instruction set,"$121,232.03 ",,
Fivebridge,Support,Account Coordinator,95 Mosinee Hill,Bridgeport,CT,6673,41.3089,-73.3637,Progressive impactful access,"$134,951.39 ",,
Skaboo,Support,Mechanical Systems Engineer,383 Hooker Crossing,Saint Louis,MO,63143,38.6111,-90.3225,Fully-configurable well-modulated portal,"$50,755.67 ",,
Vinder,Marketing,Help Desk Technician,17 Moulton Way,Ocala,FL,34474,29.1565,-82.2095,Virtual asynchronous framework,"$55,979.65 ",,
Yodoo,Legal,Occupational Therapist,853 Superior Crossing,Port Washington,NY,11054,40.7548,-73.6018,Multi-channelled executive toolset,"$87,193.80 ",,
Edgewire,Sales,Senior Developer,37 Waywood Pass,Bradenton,FL,34210,27.4544,-82.6358,Multi-tiered incremental framework,"$73,205.79 ",,
Centimia,Marketing,Cost Accountant,950 Esker Avenue,Colorado Springs,CO,80945,38.8247,-104.562,Operative incremental access,"$54,076.84 ",,
Muxo,Marketing,Software Test Engineer IV,38115 Bartelt Avenue,Brooksville,FL,34605,28.5059,-82.4226,Vision-oriented mobile hardware,"$69,906.28 ",,
Twimm,Accounting,Research Associate,26 Randy Pass,Terre Haute,IN,47812,39.4336,-87.4101,De-engineered coherent moderator,"$48,709.51 ",,
Bluejam,Research and Development,Librarian,63 Eggendart Way,Columbia,SC,29208,33.9937,-81.0199,Synergized foreground task-force,"$171,402.72 ",,
Gigabox,Support,Programmer Analyst I,37 Donald Court,Atlanta,GA,30343,33.8444,-84.474,Managed motivating software,"$75,793.77 ",,
Realblab,Sales,Web Designer III,0 Larry Pass,Tyler,TX,75705,32.3766,-95.1252,Digitized next generation architecture,"$155,324.03 ",,
Meedoo,Research and Development,Structural Engineer,6260 Katie Point,Columbia,SC,29225,34.006,-80.9708,Virtual system-worthy help-desk,"$89,775.06 ",,
Ntags,Accounting,Data Coordiator,69140 Pankratz Pass,Young America,MN,55573,45.0159,-93.4719,Cross-platform multimedia groupware,"$188,267.52 ",,
Photojam,Business Development,Financial Analyst,611 Oxford Terrace,Chattanooga,TN,37410,35.0018,-85.3138,Balanced systemic strategy,"$46,563.11 ",,
Bubbletube,Support,Senior Financial Analyst,050 Anniversary Park,Omaha,NE,68117,41.2064,-95.9953,Implemented hybrid utilisation,"$117,407.73 ",,
Abata,Research and Development,Cost Accountant,61844 Mariners Cove Plaza,Madison,WI,53716,43.0631,-89.3133,User-centric next generation workforce,"$157,955.24 ",,
Fivespan,Accounting,Structural Analysis Engineer,4992 Carioca Terrace,Petaluma,CA,94975,38.4631,-122.99,Secured neutral hierarchy,"$148,963.55 ",,
Linkbuzz,Business Development,Teacher,4 Mallory Way,Orange,CA,92668,33.7867,-117.8742,Adaptive interactive interface,"$74,495.77 ",,
United States of America Government Chicago Police Department - 11th District,Public Services,Military Officer,3151 W. Harrison St.,Chicago,IL,60612,41.8735,-87.7053,Assign cases to squad detectives and manage progress,"$49,839 ",,
National Museum of Mexican Art,Architecture/ Art Education,Tour Guide,1852 W. 19th St.,Chicago,IL,60608,41.856,-87.6728,"Provide a welcoming, hospitable environment and rewarding learning experience to museum visitors through guided tours.","$37,500 ",,
Walgreens,Pharmacy,Technician,833 W 115TH ST,Chicago,IL,60643,41.6849,-87.6434,Dispense prescription and over the counter medication to customers or health professionals. Assemble medicines for prescriptions and provide information about medications,"$50,100 ",,
